rssd9001,bank_name_CR,rssd9348
53453,"FIRST NB IN WEWOKA",1058839
53752,"FIRST ST BK",0
54049,"BANK OF POYNETTE",3682537
54049,"BANK OF POYNETTE",3613504
54049,"BANK OF POYNETTE",3483127
54049,"BANK OF POYNETTE",2235598
54058,"BANK OF TESCOTT",1841004
54124,"CAROLINA CMNTY BK NA",1076431
54124,"CAROLINA CMNTY BK NA",2352824
54357,"FIRST ST BK",3059719
54357,"FIRST ST BK",0
54375,"YOUR CMNTY BK",2356073
54375,"COMMUNITY BK SOUTHERN IN",2356073
54441,"AMERICAN B&T WI",1134694
54441,"CUBA CITY ST BK",1134694
54469,"EAST CTY BK",0
54478,"UNITED SCTY BK",1031627
54656,"CITIZENS ST BK",2112439
54740,"BANK OF LINCOLN",1094828
54816,"DOHA BK NY BR",0
54861,"SECURITY FIRST BK",2585846
54964,"TOKAI BK LOS ANGELES AGY",0
55019,"BANK ONE WHEELING STEUBENVILLE",1068294
55176,"HOME SVG BK OF ALBEMARLE SSB",2465313
55251,"NEBRASKA ST BK OF OMAHA",1063888
55318,"DRESDNER BK AG NY BR",0
55336,"METAIRIE B&TC",2699583
55466,"KASIKORNBANK PUBLIC CO LA AGY",0
55466,"THAI FARMERS BK LA AGY",0
55617,"NATIONAL WESTMINSTER BK NY BR",0
55635,"CITIZENS SVG B&TC",3602227
55635,"CITIZENS SVG B&TC",0
55653,"FIDELITY ST B&TC",1066526
55859,"PEOPLES ST BK",1917600
55859,"PEOPLES ST BK",1109535
55916,"ALLFIRST FNCL CTR NA",1242601
55916,"FIRST OMNI BK NA",1242601
56230,"PEOPLES BK OF LA",2127657
56230,"PEOPLES BK OF LOUISIANA",2127657
56258,"CITIZENS B&TC",1121966
56351,"CITIZENS NB",1917600
56427,"CITIZENS NB",0
56427,"CITIZENS NB OF MEYERSDALE",0
56548,"DMB CMNTY BK",1135628
56548,"DE FOREST MORRISONVILLE BK",1135628
56557,"COBIZ BK",1060328
56557,"COBIZ BK NA",1060328
56557,"AMERICAN BUS BK NA",1060328
56557,"COLORADO BUS BK NA",1060328
56717,"DIME BK",2065432
56726,"BAY FIRST BK NA",1143829
56726,"FIRST NB OF NORTH EAST",1143829
56726,"FIRST NB OF NORTH EAST",0
56726,"FIRST NB OF NORTH EAST",1245657
57040,"FIRST NB AT DARLINGTON",0
57134,"FARMERS & MRCH BK",0
57228,"NEW WINDSOR ST BK",2520913
57255,"FIRST NB",1108668
57451,"DAIRY ST BK",1126121
57563,"BANCO AGRICOLA SF AGY",0
57563,"BANCO AGRI CMRL EL SAL SF AGY",0
57563,"BANCO AGRIC CMRL EL SAL SF AGY",0
57572,"FAMILYFIRST BK",0
57572,"WARE CO-OP BK",0
57956,"HEREFORD ST BK",1102312
58074,"ADAMS CO-OP BK",0
58159,"FIRST AMERICAN BK NA",2168922
58207,"FIRST COLEBROOK BK",1132636
58225,"FARMERS BK & SVG CO",1132814
58243,"JOHNSON BK",1490701
58355,"KENT ST BK",1128835
58551,"SECURITY ST BK",2180205
58636,"CENTURY BK",2468275
58757,"FIRST ST BK OF KENSINGTON",2359917
58850,"CALDWELL NB",2196327
58971,"WASHINGTON TR BK",1029464
59259,"AMERICAN ALLIANCE BK",1127146
59259,"AMERICAN BK LAKE CITY",1127146
59259,"AMERICAN BK LAKE CITY",1127801
59316,"WAYNE BK",2365356
59352,"CITIZENS NB",3137729
59352,"CITIZENS NB",0
59352,"CITIZENS NB OF MILAM CTY",0
59679,"ECONOMY CO-OP BK",0
59754,"BANK OF WYANDOTTE",1063105
59811,"PT BK CENTRAL ASIA NY BR",0
60143,"COMERICA BK",1199844
60219,"FIRST NB OF NEWPORT",1248153
60219,"FIRST NB OF NEWPORT",0
60330,"PEOPLES BK OF AL",1136595
60330,"PEOPLES BK OF N AL",1136595
60330,"PEOPLES BK OF N ALABAMA",1136595
60330,"PEOPLES BK OF NORTH ALABAMA",1136595
60330,"PEOPLES BK OF NORTH ALABAMA",2750484
60330,"PEOPLES BK OF NORTH AL",2750484
60433,"COMMUNITY BK NA",2313544
60433,"FIRST NB OF LUCEDALE",2313544
60433,"FIRST NB OF LUCEDALE",1080595
60433,"FIRST NB OF LUCEDALE",2182843
60545,"HOME T&SB",1427033
60554,"FIRST ST BK MN",1128899
60554,"FIRST ST BK OF LE ROY",1128899
60648,"FIRST NB",1137529
61001,"TOLLAND BK",2539232
61047,"IOWA ST BK",1249703
61122,"FIRST UNITED B&TC",1132672
61355,"CORTRUST BK NA",1125740
61430,"SUNTRUST BK TALLAHASSEE NA",1131787
61476,"PILGRIM CO-OP BK",0
61533,"PENINSULA BK",0
61533,"PENINSULA ST BK",0
61645,"M&I CENTRAL ST BK",1199497
61757,"AMERICAN HERITAGE NB",0
61832,"FIRST NB OF MT DORA",0
61953,"FIRST NB OF COWETA",1063329
62044,"SEBREE DEPOSIT BK",1134229
62101,"CITIZENS BK NH",1245796
62147,"COMMUNITY FIRST BK",1210422
62651,"KLEIN NB OF MADISON",1123915
62709,"BANK OF AVOCA",0
62763,"MILLENNIUM BK",0
63014,"UFJ BK NY BR",0
63014,"SANWA BK NY BR",0
63041,"F&M BK EAST TROY",1205688
63041,"F&M BK EAST TROY",1204805
63050,"DOLORES ST BK",0
63069,"CITY NB",1027518
63078,"WHIDBEY ISLAND BK",2406174
63201,"CAYUGA LAKE NB",1249075
63210,"PENN CENTRAL NB",1117259
63359,"MID CITY BK",1053209
63573,"WALPOLE CO-OP BK",0
63733,"CITIZENS BK",1140239
63742,"HOMETOWN BK",2628453
63751,"TOWANDA ST BK",0
63957,"LONE STAR BK",1105425
63957,"LONE STAR BK",2906106
63957,"LONE STAR BK",0
63957,"LONE STAR BK NA",0
64066,"AMERICAN CMRL BK",1246588
64150,"WYOMING B&TC",1061996
64217,"SHANGHAI CMRL BK NY BR",0
64253,"BANK OF CMRC",0
64543,"BLOOMFIELD ST BK",1097511
64552,"BANK2",3045721
64552,"BANK 2",3045721
64552,"FIRST ST BK",1058549
64619,"STERLING NB",1039454
64646,"NORTHWOODS ST BK",1209248
64646,"NORTHWOODS ST BK",2799018
64646,"NORTHWOODS ST BK",1246739
64730,"FARMERS & MRCH BK",1246252
64758,"UNITED PRAIRIE BK OWATONNA",1123885
64758,"COMMUNITY BK MN",1123885
64758,"COMMUNITY BK MN",1127119
65205,"TORRINGTON SVG BK",0
65241,"CLARKE CTY ST BK",3682537
65241,"CLARKE CTY ST BK",3613504
65241,"CLARKE CTY ST BK",3483127
65241,"CLARKE CTY ST BK",2235598
65241,"CLARKE CTY ST BK",3157343
65513,"DELTA NB&TC",1135468
65559,"PIONEER B&TC",1143511
65746,"CITIZENS UNION BK",2847236
65746,"CITIZENS UNION BK",2294643
65812,"SUMITOMO MITSUI BKG NY BR",0
65812,"SUMITOMO BK NY BR",0
65858,"EMPRISE BK",1135824
66015,"BPD BK",1135217
66015,"BPD INTL BK",1135217
66154,"DECATUR COUNTY BK",2201883
66172,"CENTRAL CO-OP BK",2746049
66275,"FIRST S BK",2313704
66275,"FIRST SOUTHERN BK",2313704
66314,"THAI FARMERS BK PUBLIC NY BR",0
66350,"SOUTHWEST BK",1067523
66350,"SOUTHWEST KS NB",1067523
66613,"FIRST NB OF ATLANTA",1073551
66613,"FIRST NB OF ATLANTA",1136157
66716,"T C ZIRAAT BANKASI AS NY BR",0
66716,"T C ZIRAAT BANKASI NY BR",0
66752,"COMMUNITY BK-DOVE CREEK",1427501
66752,"DOVE CREEK ST BK",1427501
66837,"CENTRAL BK OF GA",1081752
66837,"CENTRAL BK OF GEORGIA",1081752
66837,"BANK OF ELLAVILLE",1081752
66846,"MIDWESTONE BK",1245228
66846,"MIDWESTONE BK",1966774
66846,"MIDWESTONE B&TC",1966774
66846,"MAHASKA ST BK",1966774
66855,"U S BK NA",1119794
66903,"BATH NB",1032464
66903,"BATH NB",1048737
67058,"SOCIETE GENERALE DALLAS AGY",0
67058,"SOCIETE GENERALE SW AGENCY",0
67142,"PEOPLES T&SB",3199790
67142,"PEOPLES T&SB",0
67151,"KIRKPATRICK BK",1136269
67151,"AMERICAN B&TC",1136269
67209,"NEWBURYPORT FIVE CNT SVG BK",0
67254,"YOUNG AMER BK",1840883
67311,"FIRSTMERIT BK NA",1070804
67414,"HOBLITZELL NB OF HYNDMAN",0
67777,"MEDFORD CO-OP BK",2628529
67852,"WELLS FARGO BK WY NA",1120754
67852,"NORWEST BK WY NA",1120754
68345,"PEOPLES BK OF BULLITT COUNTY",1823587
68372,"BAXLEY FED BK",1083934
68448,"UNION NB&TC",2463711
68569,"WELLS FARGO BK ALASKA NA",1120754
68569,"NATIONAL BK OF ALASKA",1120754
68569,"NATIONAL BK OF ALASKA",1030611
68756,"LIBERTY NAT BK",1065172
68756,"BANK OF ELGIN NA",1065172
68831,"BANK OF FRANKLIN",3674215
68831,"BANK OF FRANKLIN",0
68840,"UNION B&TC",1209501
68859,"FIRST NB OF DURANGO",1838590
68943,"FIRST NB MIDWEST",1209967
68943,"IOWA T&SB",1209967
69333,"CITIZENS NB OF MERIDIAN",3186576
69333,"CITIZENS NB OF MERIDIAN",0
69351,"BANK OF DURANGO",2529710
69436,"PINEVIEW ST BK",1081136
69650,"FARMERS ST BK",1472118
69650,"FARMERS ST BK",0
69678,"BAKER BOYER NB",1141870
69847,"FARMERS ST BK",0
70049,"COMMUNITY BK",1889480
70058,"FARMERS & MERCHANTS BK",1119516
70076,"BRIDGEWATER CO-OP BK",0
70151,"WESTERN BK CHEYENNE",0
70218,"UNITED ORIENT BANK",0
70254,"FARMERS & MRCH ST BK",1131947
70414,"NORTHUMBERLAND NB",2575726
70450,"TEXAS FIRST BK",1103878
70638,"PEOPLES BK",0
70955,"NEBRASKA ST BK",0
71158,"BURNS NB OF DURANGO",1066982
71242,"OSSIAN ST BK",1210730
71318,"DNB FIRST NA",1117455
71318,"DNB FIRST",1117455
71318,"DOWNINGTOWN NB",1117455
71439,"MIZUHO CORP BK CHICAGO BR",0
71439,"FUJI BK CHICAGO BR",0
71439,"FUJI BK LTD-CHICAGO BRANCH",0
71457,"BRUNING ST BK",1840753
71671,"FALMOUTH CO-OP BK",2568867
71859,"CITIZENS BK OF WEIR KS",0
72258,"CONVERSE CTY BK",1059975
72276,"FIRST CMNTY BK OF SOUTHWEST GA",1083934
72351,"FARMERS ST BK",1250688
72418,"CLYDE SVG BK CO",1071276
72454,"FREEPORT ST BK",1125795
72614,"MERCANTILE PENINSULA BK",1069778
72614,"MERCANTILE PENINSULA BK",1072442
72614,"BALTIMORE TC",1072442
72678,"BELMONT SVG BK",0
72762,"COMMUNITY FIRST NB",1246766
73031,"SECURITY BK NA",3469345
73031,"SECURITY BK NA",0
73116,"ARTISANS BK",0
73152,"FARMERS & MRCH NB",1065211
73554,"PATHWAY BK",3304361
73554,"STATE BK",3304361
73554,"STATE BK",0
73554,"STATE BK OF CAIRO",0
73956,"SECURITY ST BK",3044630
73956,"SECURITY ST BK",0
74056,"SOUTH CENTRAL ST BK",1061857
74140,"ISABELLA BK",1401118
74140,"ISABELLA B&TC",1401118
74140,"ISABELLA B&T",1401118
74159,"DAKOTA ST BK OF BLUNT SD",1399523
74252,"FIRST VOLUNTEER BK",1098796
74337,"CRYSTAL RIVER BK",1082375
74403,"MERRIMACK CTY SVG BK",3405521
74403,"MERRIMACK CTY SVG BK",0
74449,"FIRST NB IN TIGERTON",1204720
74458,"UNITED BK OF KS",2918864
74458,"STATE BK OF WHITING",2655534
74458,"STATE BK OF WHITING",1061651
75026,"ANCHOR BK",1141599
75026,"ANCHOR BK",1076477
75053,"FIRST MN BK",1127324
75053,"FIRST MN BK NA",1127324
75259,"GLENCOE ST BK",0
75446,"SOUTH OTTUMWA SVG BK",1142372
75455,"NORTHERN ST BK OF GONVICK",0
75558,"FIRST NB",1105751
75576,"COASTAL BANC SSB",0
75633,"HARRIS NA",1231333
75633,"HARRIS T&SB",1231333
75651,"CERESCOBANK",2696984
75857,"FRIENDSHIP BK",1140051
75857,"FRIENDSHIP BANK",1140051
75857,"BANK OF FRIENDSHIP",1140051
76050,"FIRST BK",1053272
76050,"FIRST BK",2655383
76117,"SAVINGS BK OF UTICA",0
76135,"HIGHLAND CMNTY BK",1200115
76153,"BANK OF CLARKS",1065266
76201,"FLEET NA BK",1073757
76201,"FLEET NA BK",1113514
76201,"BANKBOSTON NA",1113514
76201,"BANKBOSTON NA",1112076
76443,"PEOPLES BK",1119253
76555,"AMERICAN BK",1133192
76742,"FIRST CITIZENS ST BK",1208595
76854,"GRAND BK",1065967
76854,"GRAND LAKE BK",1065967
76854,"GRAND LAKE BK",1060346
77150,"FIRST FARMERS & MRCH ST BK",1247576
77253,"HONDO NB",3048991
77253,"HONDO NB",0
77347,"COMMUNITY FIRST BK",1099766
77347,"ENGLISH ST BK",1099766
77374,"FIRSTBANK NW",0
77374,"FIRST BK NW",0
77422,"COMMUNITY BKR BK",0
77459,"PARK NB",1053272
77459,"PARK NB",0
77758,"FIRST NB&TC OF COLUMBUS",1066209
77758,"FIRST NB&TC OF COLUMBUS",1020902
77851,"FIRST B&T",1123072
77851,"FIRST NB IN BROOKINGS",1123072
78036,"MONROE CTY BK",1083194
78054,"YELLOW MEDICINE COUNTY BK",1128134
78054,"YELLOW MEDICINE COUNTY BK",1124499
78157,"BANDERA BK",1139671
78241,"FIRST NB",3386880
78241,"FIRST NB",0
78559,"SUMMIT NB",0
78559,"HULETT NB",0
78643,"STATE BK VIROQUA",1209248
78858,"PATRIOT BK",3390430
78858,"PATRIOT BK",0
78858,"FIRST ST BK HONEY GROVE TX",0
78951,"STATE NB OF HEAVENER",2411619
78951,"STATE NB OF HEAVENER",1401127
79042,"WEST POINT BK",1119404
79127,"HOME NB",0
79136,"FIRST ST BK",1084258
79145,"FARMERS & MRCH ST BK",3087039
79145,"FARMERS & MRCH ST BK",0
79257,"FIRST ST BK OF GROVE CITY",0
79855,"CITY B&TC",1141553
80020,"MANOR BK",0
80020,"MANOR NB",0
80048,"FIRST NB OF MAGNOLIA",1096439
80150,"FIRST FIDELITY BK",1121788
80431,"UNION B&TC",2854092
80431,"UNION B&TC",1084043
80552,"STATE BK OF HAMBURG",1128086
80703,"SUMMIT BK",1033872
80936,"CAPITAL BK",1081378
81054,"MERCHANTS BK NA",1128769
81054,"HAMPTON BK",1128769
81054,"HAMPTON BK",1491191
81223,"SECOND NB",0
81223,"SECOND NB OF MASONTOWN",0
81429,"CLOVER CMNTY BK",2684338
81559,"BAYTOWN ST BK",1103823
82024,"ATLANTIC BK",1074156
82024,"ATLANTIC BK",1071968
82033,"FIRST NB PASCO",2552400
82042,"BANK OF WESTERN IN",1098303
82257,"BRYANT ST BK",1127717
82350,"LAUDERDALE COUNTY BK",2020691
82659,"CITIZENS ST BK OF HAYFIELD",1992335
82855,"DELAWARE CTY BK",1095674
82855,"DELAWARE CTY BK",1063936
82873,"MARIETTA SVG BK",0
83151,"FLAGSHIP BK MN",1128675
83151,"COMMUNITY BK MN VALLEY",1128675
83151,"COMMUNITY BK JORDAN",1128675
83236,"BANK OF THE S",1129515
83236,"BANK OF THE SOUTH",1129515
83245,"RIPLEY CTY BK",1132654
83311,"PNC BK DE",1069778
83357,"FIRST ST BK",1249093
83375,"CENTURY BK",3632756
83450,"CENTENNIAL BK W",3254952
83450,"CENTENNIAL BK W",1989634
83450,"EATON BK",1989634
83638,"MERCANTIL COMMERCEBANK NA",3882739
83638,"MERCANTIL COMMERCEBANK NA",2605968
83638,"COMMERCEBANK NA",2605968
83834,"AMERICAN B&TC",1085349
83852,"RICHLAND ST BK",0
83955,"GREENFIELD BKG CO",1247026
84046,"FIRST T&SB",0
84055,"FIRST NB OF HERMAN",1128648
84251,"FARMERS ST BK",1056125
84345,"CITIZENS ST BK",1363739
84541,"GUARANTY B&TC",1096952
84644,"FIRSTAR BK WAUSAU NA",2724645
84804,"CITIZENS BK",0
84970,"LBA SVG BK",2291914
84970,"LBA SVG BK",2412559
85043,"FIRST NB",1098947
85052,"UINTA BK",3272554
85052,"UINTA CTY ST BK",3272554
85052,"UINTA CTY ST BK",0
85258,"EXCHANGE ST BK",1206658
85258,"EXCHANGE ST BK OF HILLS",1206658
85454,"BANK OF LAVERNE",1067251
85856,"FILLEY BK",1058110
85931,"PATTERSON ST BK",3631469
85931,"PATTERSON ST BK",0
86349,"UNION BK OF MENA",1099805
86358,"FRANKLIN ST BK",1471894
86509,"BANCO BRADESCO SA NY BR",0
86527,"FIRST NB OF SHELBY",0
86554,"CHESTER COUNTY BK",1248582
87001,"BANCO ESPANOL CREDITO NY BR",0
87047,"FIRST ST BK OF PORTER",0
87159,"FIRST ST BK OF NEWCASTLE",1058615
87234,"FIRST NB OF MCMINNVILLE",1086449
87476,"WILMINGTON SVG BK",0
87533,"CB&T BK OF E AL",1078846
87533,"CB&T BK OF RUSSELL CTY",1078846
87533,"CB&T BK OF RUSSELL CTY",1140707
87850,"COMMERCIAL NB",1105694
87944,"MIDSOUTH BK",3101784
87944,"MIDSOUTH BK",1951109
88240,"PANORA ST BK",1207776
88259,"JANESVILLE ST BK",1124284
88352,"FIRST ST BK",3069482
88352,"FIRST ST BK",0
88455,"GENEVA ST BK",1834396
88530,"IBERVILLE BK",1079731
88530,"IBERVILLE T&SB",1079731
88802,"BANK OF NH NA",1249196
88802,"BANK OF NH",1249196
88950,"FINANCIAL SECURITY BK",1124435
88950,"STATE BK OF KERKHOVEN",1124435
89032,"PLAQUEMINE B&TC",1086355
89135,"FIRST NB OF WAUCHULA",2376558
89162,"WELLS FARGO CENT BK",1120754
89162,"WELLS FARGO CENTRAL BK",1120754
89452,"HORIZON BK",1126505
89452,"PINE CITY ST BK",1126505
89751,"HOME ST BK",3234105
89751,"HOME ST BK",1054925
89854,"MINNSTAR BK NA",1126747
89957,"FIRST NB BELLS/SAVOY",1104567
90047,"PALO SVG BK",1201596
90159,"FIRST NB",0
90159,"FIRST NB",2858764
90234,"PARK NB&TC OF CHICAGO",1130780
90252,"GRAFTON ST BK",1834396
90252,"GRAFTON ST BK",0
90328,"GRAYSON NB",1974470
90337,"COMMUNITY BK",1977154
90337,"COMMUNITY BK",0
90337,"COMMUNITY BK OF LAFOURCHE",2831730
90337,"COMMUNITY BK OF LAFOURCHE",1977154
90403,"ATLANTIC BK OF NY",1232385
90467,"BANK OF WILLITS",0
90627,"SAVINGS BK & TR",1137592
90627,"CHIPPEWA VALLEY BK",1137592
90645,"COMMERCIAL BK",3374896
90645,"COMMERCIAL BK",0
90739,"SPIVEY ST BK",1081314
91129,"RIPLEY NB",0
91147,"STATE BK OF WITHEE",1491744
91156,"CORNERBANK NA",1064269
91156,"FIRST NB OF WINFIELD",1064269
91259,"FIRST FARMERS & MERCHANTS NB",1247576
91521,"F&M BK-MASSANUTTEN",1074156
91521,"F&M BK-MASSANUTTEN",1074567
91615,"ANTWERP EXCH BK CO",1129896
91642,"FARMERS SVG BK",1881532
91642,"FARMERS SVG BK",1201336
91651,"SECURITY ST BK OF LEWISTON",1124471
91727,"BANK OF MD",1074156
91727,"BANK OF MD",1951789
91754,"FIRST NB",2112439
91754,"FIRST NB",1107764
91866,"VINTAGE BK",2845175
91866,"VINTAGE BK",0
91950,"FARMERS ST BK OF CANTON",1496244
91969,"SAN JOAQUIN BK",3184787
91969,"SAN JOAQUIN BK",0
92050,"MANCOS VALLEY BK",1131620
92144,"COMMUNITY ST BK",0
92162,"AMERICAN PACIFIC BK",0
92331,"UFJ BANK CHICAGO BR",0
92331,"SANWA BK CHICAGO BR",0
92331,"SANWA BK LTD CHICAGO BR",0
92331,"SANWA BK LTD-CHICAGO BRANCH",0
92630,"FLORIDA CMNTY BK",3100358
92630,"FLORIDA CMNTY BK",0
92658,"FIRST INTRST BK",1123670
92706,"SUGAR RIVER BK",0
92706,"SUGAR RIVER SVG BK",0
92854,"STATE BK OF LUCAN",2032500
92902,"BANK OF CATTARAUGUS",0
93039,"HARRIS TR BK OF MONTREAL",1231333
93039,"HARRIS TR/BK OF MONTREAL",1231333
93244,"WOODFORD ST BK",2961347
93244,"WOODFORD ST BK",0
93329,"BANK OF RIDGEWAY",2074407
93329,"BANK OF RIDGEWAY",2860570
93329,"BANK OF RIDGEWAY",0
93413,"MAINLINE NB",2067959
93413,"PORTAGE NB",2067959
93543,"SPRINGS VALLEY B&TC",1098385
93619,"STATE STREET B&TC NA",1111435
93628,"FIRST NB",0
93721,"FIRST CITIZENS B&T CO",1075911
93721,"FIRST-CITIZENS B&T CO INC",1075911
93721,"FIRST-CITIZENS B&TC OF SC",1075911
93758,"FIRST NB IN MAHNOMEN",1127959
94045,"HOLLAND NB",1097212
94139,"MERCHANTS & MARINE BK",3696093
94139,"MERCHANTS & MARINE BK",0
94447,"FIRST NB",1100176
94447,"FIRST BK OF MONTGOMERY COUNTY",1100176
94456,"GUIDE ROCK ST BK",0
94522,"BENCHMARK CMNTY BK",1141441
94652,"BANK OF HUNTINGDON",1096998
94661,"FEATHER RIVER ST BK",2299125
94755,"SUNDANCE ST BK",3157008
94755,"SUNDANCE ST BK",2629946
94858,"ADRIAN BK",1399505
95051,"FIRST MIDWEST BK",1249365
95051,"FIRST MIDWEST BK",2484538
95323,"FIFTH THIRD BK NORTHWESTERN",1070345
95659,"MORRIS ST BK",2052777
95716,"STATE BK OF INDIA NY BR",0
95725,"FNB SALEM B&T NA",2432614
95725,"SALEM B&TC NA",2432614
95725,"SALEM B&TC NA",2916486
95725,"SALEM B&TC NA",0
95752,"WESTERN CO BK",2141028
95855,"FIRST NB",2238544
95855,"FIRST NB",1125928
95958,"AUSTIN BK BIG SANDY TX",1108350
96012,"KEYSTONE FNCL BK NA",1117781
96218,"SHOKO CHUKIN BK NY BR",0
96254,"PEAK NB",2168959
96357,"LAKE COUNTRY ST BK",1246364
96357,"LAKE COUNTRY ST BK",1125085
96553,"HERSHEY ST BK",2625247
96946,"BANK ONE INTL CORP",0
96946,"BANK ONE INTL CORP",1039502
96946,"BANK ONE INTL CORP",1068294
96946,"FIRST CHICAGO INTL",1068294
97037,"UPTOWN NB CHICAGO",1208746
97055,"HENDERSON ST BK",1055847
97260,"FIRST CMNTY BK OF THE DESERT",2462956
97260,"FIRST CMNTY BK OF THE DESERT",2763569
97260,"FIRST CMNTY BK OF THE DESERT",2763596
97260,"FIRST CMNTY BK OF THE DESERT",2462965
97260,"FIRST CMNTY BK OF THE DESERT",0
97279,"WOODSFIELD SVG BK",0
97457,"CITIZENS BK",1064317
97804,"HOOSAC BK",2634212
97943,"MARION CTY ST BK",1200245
98351,"CITIZENS ST BK OF OURAY",1051689
98360,"WESTERN SCTY BK NA",1246524
98454,"FRANKLIN NB OF MINNEAPOLIS",1139103
98463,"CITIZENS BK",2519038
98548,"BANK OF IN NA",3390935
98548,"FIRST NB OF DANA",1491481
98557,"BONHAM ST BK",2560245
98632,"PINNACLE BK",1204001
98641,"NATIONAL BK OF AR",1135655
98678,"BANK OF TUKWILA NA",2323057
98678,"NATIONAL BK OF TUKWILA",2323057
98678,"NATIONAL BK OF TUKWILA",2218715
98717,"EASTBANK NA",2698906
98865,"ISRAEL DISCOUNT BEV HILLS AGY",0
99004,"NEW YORK NB",1048803
99004,"NEW YORK NAT BK",1048803
99004,"NYNB BK",1048803
99004,"NEW YORK NB",0
99059,"VISTA BK TX",3461358
99059,"COMMUNITY ST BK",0
99143,"MERCHANTS & PLANTERS BK",3394429
99143,"MERCHANTS & PLANTERS BK",1491306
99228,"KING GEORGE ST BK",1971693
99255,"FIRST ST BK",0
99255,"FIRST ST BK OF CLAREMONT",0
99442,"BANK OF COMMERCE",2770660
99518,"UNITED BK OF KUWAIT NY BR",0
99536,"BANK OF PUTNAM CTY",1081613
99750,"NAVIGATION BK",0
99853,"FIRST ST BK",1050178
99974,"BANK OF FAIRFIELD",3551446
99974,"BANK OF FAIRFIELD",0
100160,"MERCANTILE NB",1031681
100160,"MERCANTILE NB",1831760
100236,"SUNMARK CMNTY BK",1143566
100357,"LEGEND BK NA",1416578
100357,"FIRST NB BOWIE",1416578
100553,"DAKOTA HERITAGE ST BK",2340036
100562,"TRI CTY BK",1030170
100562,"TRI COUNTIES BK",1030170
100843,"FIRST NAT BKG CO",1099690
100843,"FIRST NB OF SHARP COUNTY",1099690
101019,"BANK LEUMI USA",1232536
101037,"FIRST AMER B&TC",1083729
101233,"RIVERSIDE NB OF FL",1136670
101233,"RIVERSIDE NB OF FLORIDA",1136670
101327,"BELMONT NB",1071379
101345,"CITIZENS ST BK",1096822
101439,"DURDEN BKG CO",2388663
101671,"ADIRONDACK BK",2467474
101671,"ADIRONDACK BK NA",2467474
101738,"GREAT S NB",2907260
101738,"GREAT SOUTHERN NB",2907260
101738,"GREAT SOUTHERN NB",1886957
101925,"UNION NB OF WESTMINSTER",2227258
101952,"BRADY NB",1106990
102155,"STATE GUARANTY BK",1058428
102230,"LAMAR BK",1141414
102333,"WILKINSON CTY BK",0
102342,"RACCOON VALLEY BK",1200290
102342,"PERRY ST BK",1200290
102539,"COMMUNITY BKS SHELBY CTY",1204467
102557,"WESTERN ST BK",3349670
102557,"WESTERN ST BK",0
102744,"PEOPLES B&TC",1140538
102762,"PT BK DAGANG NEGARA LA AGY",0
103134,"BANK OF CMRC",3135471
103134,"BANK OF CMRC",0
103255,"FIRST NB&TC",1054514
103536,"FIRST ST B&TC VALDOSTA",1078846
103536,"FIRST ST B&TC VALDOSTA",1140707
103554,"RURAL AMERICAN BK",1128358
103554,"RURAL AMERICAN BK-BRAHAM",1128358
103563,"FIRST ST BK",0
103602,"STATE BK OF CHITTENANGO",0
103602,"STATE BK OF CHITTENANGO",1131974
103862,"BANK ONE ARIZONA NA",1068294
104038,"PARK AVE BK",1083934
104056,"LAKEWOOD BK NA",3398070
104056,"LAKEWOOD BK NA",1133996
104234,"HARRISON CTY BK",1249178
104430,"JASPER BKG CO",1132766
104542,"MARSEILLES BK",1491780
104542,"MARSEILLES BK NA",1491780
104636,"BANK DALLAS CITY",1357037
104663,"INNOVATIVE BK",3330324
104663,"INNOVATIVE BK",2939104
104663,"BANK OF OAKLAND",2939104
104663,"BANK OF OAKLAND",0
104869,"BANCO AGRICOLA LA AGY",0
104869,"BANCO AGRIC CMRL EL SAL LA AGY",0
105026,"FARMERS BK OF WILLARDS",0
105044,"MAROA FORSYTH CMNTY BK",1206425
105044,"BANK OF MAROA",1206425
105053,"FIRST STAR BK SSB",1107184
105053,"FIRST ST BK-BRMD SSB",1107184
105053,"FIRST ST BK SSB",1107184
105053,"FIRST ST BK-BREMOND SSB",1107184
105053,"FIRST ST BK",1107184
105071,"PATAPSCO BK",2384508
105222,"VIRGINIA CMNTY BK",1076703
105259,"DAKOTA ST BK",0
105530,"FARMERS ST BK",1997862
105549,"BANK OF BENTONVILLE",1095674
105633,"BANK OF DOOLY",1132494
105950,"MINNEQUA BK OF PUEBLO",1067868
106359,"FIRST FIDELITY BK NA",1064728
106377,"CAPE BK",0
106377,"CAPE SVG BK",0
106452,"PUEBLO B&TC",1022997
106519,"CITIZENS BK",0
106519,"CITIZENS BK OF ASHVILLE OH",0
106546,"POLK CTY BK",1138973
106555,"FIRST NB OF BREWSTER",1202838
106555,"FIRST NB OF BREWSTER",3282151
106555,"FIRST NB OF BREWSTER",1123241
106658,"FIRST FNCL BK NA",1102312
106658,"FIRST NB",2148438
106939,"SUNTRUST BK SOUTH FL NA",1131787
107057,"STATE BK OF BRICELYN",1134537
107141,"FIRST NB",1208595
107150,"FIRST BK",1102527
107150,"FIRST NB",1102527
107226,"COMMUNITY NB OF NORTHWESTERN P",0
107244,"BANK OF THE OZARKS",1097089
107431,"PERKINS ST BK",1085947
107459,"CORDER BK",0
107468,"DRESDNER BK AG LA AGY",0
